"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Gap-filling DNA repair synthesis and ligation in GG-NER Homo sapiens R-HSA-5696397",3.83207064455474e-05,0.000425330589097907,0.557332238758646,0.581241831768854,2.66148941444269,19,"UBB;UBC;PCNA;LIG1;RPA2;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;UBA52;RPA3;RFC3;POLD3;POLK;POLD4"
"Beta-catenin independent WNT signaling Homo sapiens R-HSA-3858494",2.17824647994095e-07,4.22289384244553e-06,0.690132458796796,0.323105631704418,2.6562207843336,96,"PSMB1;UBB;CLTA;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;GNG5;PSMB5;UBC;CTNNB1;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;PPP3CA;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;GNB2;PSMD6;PSMD7;PSME2;TCF7L2;GNB4;PSMC3;PFN1;TNRC6B;PSMD12;PSMC4;PSMB8;PSMC5;CLTC;FZD1;UBA52;CALM1;RYK;FZD2;ITPR1;TNRC6A;PSMD10;AGO4;PSMC1;PSMD2;PSMB10;PSMD14;AP2B1;GNB1"
"APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176409",1.52538053807478e-06,2.52034466177355e-05,0.643551836150722,0.373269701484031,2.65267749088305,63,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176814",1.52538053807478e-06,2.52034466177355e-05,0.643551836150722,0.373269701484031,2.65267749088305,63,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Autodegradation of Cdh1 by Cdh1:APC/C Homo sapiens R-HSA-174084",1.90406217759736e-06,2.94521958109208e-05,0.643551836150722,0.37329359410816,2.60952301333321,60,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52"
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion Homo sapiens R-HSA-381676",6.49994613129255e-05,0.000665557864429533,0.538434096309916,0.606318341599753,2.60594184174445,16,"GNG5;AKAP5;PRKAR2A;GNB2;GNAS;GNB4;IQGAP1;RAP1A;ITPR1;PRKAR1A;PRKACA;GNB1;GNG11"
"Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408",3.9158529107208e-06,5.86974240431758e-05,0.610526878385931,0.355591295304675,2.59755364382077,65,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Translation initiation complex formation Homo sapiens R-HSA-72649",9.38774704129722e-05,0.000928556748166405,0.538434096309916,0.517137310313438,2.59096382425003,23,"PABPC1;FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
"Resolution of AP sites via the multiple-nucleotide patch replacement pathway Homo sapiens R-HSA-110373",7.0858425857682e-05,0.00072047658179769,0.538434096309916,0.564311997151171,2.58396819494253,19,"PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;APEX1;PARP1;POLD3;POLD4"
"Extension of Telomeres Homo sapiens R-HSA-180786",5.49986832763686e-05,0.000588000628557647,0.557332238758646,0.574583534400492,2.57772301673289,18,"NHP2;PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;POLD3;POLD4"
"APC/C:Cdc20 mediated degradation of Securin Homo sapiens R-HSA-174154",4.19203680261017e-06,6.21961378672978e-05,0.610526878385931,0.365578317983758,2.56866821935163,61,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52"
"Degradation of the extracellular matrix Homo sapiens R-HSA-1474228",6.22504184447656e-05,0.000651166247616469,0.538434096309916,0.421700119933422,2.56031239431675,33,"CTSD;CDH1;ADAM10;MMP15;LAMA5;LAMC1;BSG;HSPG2;MMP14;LAMC2;ADAM9;COL12A1;TIMP2;LAMA3;MMP11;CAPNS1;CTSL;CAPN2;FURIN;HTRA1;CTSB;PSEN1"
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1 Homo sapiens R-HSA-174178",5.70750959155533e-06,8.0682801861105e-05,0.610526878385931,0.362879818756722,2.55988295229878,62,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52"
"Recognition of DNA damage by PCNA-containing replication complex Homo sapiens R-HSA-110314",8.1904380399363e-05,0.00082130323517706,0.538434096309916,0.539101904887487,2.55538918203917,20,"UBB;USP1;UBC;PCNA;RPA2;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;UBA52;RPA3;RFC3;RBX1"
"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding Homo sapiens R-HSA-389958",7.41078391503166e-05,0.000748283320309447,0.538434096309916,0.516939721893656,2.54652058436675,22,"PFDN5;CCT4;TUBA1B;CCT5;CCT8;TUBA1A;TUBB2A;CCT7;PFDN1;TCP1;CCT3;TUBB4B;CCT2;PFDN6;TUBA1C;TUBA8"
"APC/C-mediated degradation of cell cycle proteins Homo sapiens R-HSA-174143",4.35436126212737e-06,6.3312412751332e-05,0.610526878385931,0.35051889364695,2.54281246702659,66,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Regulation of mitotic cell cycle Homo sapiens R-HSA-453276",4.35436126212737e-06,6.3312412751332e-05,0.610526878385931,0.35051889364695,2.54281246702659,66,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Eukaryotic Translation Elongation Homo sapiens R-HSA-156842",1.1414999632701e-05,0.00014952621140493,0.593325476396405,0.852926350141513,2.52828191809381,7,"EEF1A1;EEF2;FAU;EEF1B2;EEF1G;EEF1D"
"PCNA-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-5651801",0.000107755332447486,0.00101737826869249,0.538434096309916,0.586651177468835,2.52141283709321,16,"PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;APEX1;POLD3;POLD4"
"Condensation of Prophase Chromosomes Homo sapiens R-HSA-2299718",0.000100420040042177,0.000974277802629712,0.538434096309916,0.663048051565045,2.51198742885475,12,"H3F3A;H2AFZ;SET;SETD8;SMC2;SMC4;H2AFX;NCAPD3"
"Separation of Sister Chromatids Homo sapiens R-HSA-2467813",6.24248444741307e-07,1.1068990715291e-05,0.659444398037935,0.299195091641303,2.50858675344285,107,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;RANGAP1;PSMC2;ANAPC11;PMF1;PAFAH1B1;NUDC;ANAPC15;PSMD13;CLIP1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;RAD21;XPO1;PSMC3;SKA2;PSMD12;PSMC4;ANAPC5;PDS5A;ITGB3BP;PSMB8;PSMC5;UBA52;CKAP5;TAOK1;NDE1;UBE2E1;SMC3;PSMD10;SEC13;PSMC1;PSMD2;PSMB10;BUB3;AHCTF1;RCC2;PPP1CC;PSMD14;SMC1A"
"Complex I biogenesis Homo sapiens R-HSA-6799198",4.11564091187682e-05,0.000453344082262796,0.557332238758646,0.374792074440438,2.50328994930057,47,"NDUFA9;NDUFA2;NDUFA12;NDUFS3;NDUFB4;NDUFV1;NDUFS6;NDUFAB1;NDUFC2;NDUFS2;NDUFB7;NDUFA3;NDUFA6;NDUFA5;NDUFV2;NDUFC1;NDUFB5;NDUFB8;NDUFB6;NDUFA1;NDUFB9;NDUFS7;NDUFA7;NDUFB10;NDUFS4;NDUFA11;NDUFAF4;NDUFS5;NDUFV3;NDUFA13;NDUFB2;NDUFAF2;NDUFB11;NDUFA8;NDUFS8"
"Cell Cycle, Mitotic Homo sapiens R-HSA-69278",6.99423827441514e-11,5.98213085352918e-09,0.839088935621274,0.240876061316818,2.49207246178588,275,"HSP90AB1;CCND2;CDKN1A;H3F3A;PSMB1;UBB;H2AFZ;SET;PSMA2;SETD8;SMC2;PSMA5;TMPO;PSMA6;PSMD8;PSMB6;CCND1;PLK4;CKS1B;PSMB4;PSMB5;SMC4;UBC;TYMS;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;E2F1;PCNA;GMNN;LIG1;PSMB7;RANGAP1;LMNB1;ARPP19;RRM2;DBF4;RPA2;H2AFX;PSMC2;HSP90AA1;BANF1;ANAPC11;CDKN2D;ORC6;PMF1;PAFAH1B1;NUDC;ANAPC15;PSMD13;FEN1;RFC1;MCM6;DHFR;RBL1;CCND3;NCAPD3;CLIP1;PSMA1;CDC25B;HAUS8;TUBA1A;CDK4;RFC5;PSMC6;PSMD6;RFC2;PSMD7;PSME2;POLD2;PKMYT1;MCM7;NUP62;DCTN3;RAD21;MCM2;XPO1;RPA1;PSMC3;SKA2;CSNK2B;CEP57;TUBG1;PSMD12;PSMC4;ANAPC5;CDKN2B;PDS5A;RFC4;ITGB3BP;SSNA1;TUBB4B;DCTN2;PSMB8;PSMC5;CDK6;UBA52;YWHAE;MAX;CKAP5;DYNLL1;TFDP2;NUMA1;TAOK1;RPA3;NDE1;UBE2E1;RFC3;SMC3;PSMD10;VRK1;GINS4;SEC13;PSMC1;LPIN2;PRKACA;E2F2;PSMD2;PSMB10;YWHAG;BUB3;AHCTF1;RCC2;LMNA;PPP1CC;PSMD14;RBBP4;SMC1A;CTDNEP1"
"Collagen biosynthesis and modifying enzymes Homo sapiens R-HSA-1650814",0.000116386529702605,0.00108478214222812,0.538434096309916,0.525379083672433,2.49034183465997,20,"P4HB;COL4A4;COL4A3;PPIB;COL4A2;PCOLCE;SERPINH1;COL4A1;COL12A1;PLOD2;COL4A5;COL4A6;P4HA1;COL5A2;BMP1;COLGALT1;PLOD3"
"Mitotic Anaphase Homo sapiens R-HSA-68882",8.72777643424733e-07,1.51073653992805e-05,0.659444398037935,0.289366903388605,2.48724786652031,117,"PSMB1;UBB;PSMA2;PSMA5;TMPO;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;RANGAP1;LMNB1;PSMC2;BANF1;ANAPC11;PMF1;PAFAH1B1;NUDC;ANAPC15;PSMD13;CLIP1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;RAD21;XPO1;PSMC3;SKA2;PSMD12;PSMC4;ANAPC5;PDS5A;ITGB3BP;PSMB8;PSMC5;UBA52;CKAP5;TAOK1;NDE1;UBE2E1;SMC3;PSMD10;VRK1;SEC13;PSMC1;PSMD2;PSMB10;BUB3;AHCTF1;RCC2;LMNA;PPP1CC;PSMD14;SMC1A"
"Mitotic Metaphase and Anaphase Homo sapiens R-HSA-2555396",8.72777643424733e-07,1.51073653992805e-05,0.659444398037935,0.289366903388605,2.48724786652031,117,"PSMB1;UBB;PSMA2;PSMA5;TMPO;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;RANGAP1;LMNB1;PSMC2;BANF1;ANAPC11;PMF1;PAFAH1B1;NUDC;ANAPC15;PSMD13;CLIP1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;RAD21;XPO1;PSMC3;SKA2;PSMD12;PSMC4;ANAPC5;PDS5A;ITGB3BP;PSMB8;PSMC5;UBA52;CKAP5;TAOK1;NDE1;UBE2E1;SMC3;PSMD10;VRK1;SEC13;PSMC1;PSMD2;PSMB10;BUB3;AHCTF1;RCC2;LMNA;PPP1CC;PSMD14;SMC1A"
"Laminin interactions Homo sapiens R-HSA-3000157",5.59856531512918e-05,0.000594183501328309,0.557332238758646,0.69888794738897,2.48334927027601,11,"LAMA5;LAMC1;HSPG2;LAMC2;ITGB1;LAMA3;ITGA3;ITGA6;ITGAV;LAMB2"
"SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339",9.57056676302675e-05,0.000940243518475737,0.538434096309916,0.461958475383043,2.47395051751645,26,"FAU;SEC11C;SRP9;SSR4;SEC61B;SEC11A;DDOST;SSR2;SRP72;RPN2;SPCS2;SRP14;SEC61A1;RPN1;UBA52;SEC61G;SSR1;SPCS1"
"Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253",7.35561398919049e-06,9.99538573858222e-05,0.610526878385931,0.322089760220008,2.46856279136017,73,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;AES;CTNNB1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;APC;CSNK1A1;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;TCF7L2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;GSK3B;UBA52"
"Aquaporin-mediated transport Homo sapiens R-HSA-445717",0.000138395429625413,0.00125766846672094,0.518848077743792,0.563165233471377,2.46361230810998,17,"AQP1;AQP5;RAB11A;GNG5;PRKAR2A;GNB2;GNAS;GNB4;PRKAR1A;PRKACA;GNB1;GNG11;RAB11FIP2"
"Ion homeostasis Homo sapiens R-HSA-5578775",0.000140609709636547,0.00126019008843327,0.518848077743792,0.561921160636906,2.45817000989087,17,"FXYD3;ATP1B1;SRI;FXYD4;ATP2B1;ASPH;ATP1B3;CAMK2D;CALM1;ITPR1;ORAI1;PRKACA;ATP2A2"
"Cell Cycle Homo sapiens R-HSA-1640170",8.30071817261038e-12,9.28403401767346e-10,0.875325132024659,0.225965118969029,2.4483970968076,328,"HSP90AB1;CCND2;CDKN1A;H3F3A;PSMB1;UBB;H2AFZ;NPM1;SET;PSMA2;SETD8;YWHAZ;SMC2;PSMA5;TMPO;PSMA6;PSMD8;PSMB6;CCND1;PLK4;CKS1B;PSMB4;PSMB5;CENPW;SMC4;UBC;TYMS;PSMB2;MAD2L1;NHP2;PSMA3;PSMA4;PSMD4;MIS18A;HJURP;PSMB3;PSMA7;PSME1;TOPBP1;E2F1;PCNA;GMNN;LIG1;PSMB7;RANGAP1;LMNB1;ARPP19;RRM2;DBF4;RPA2;H2AFX;PSMC2;HSP90AA1;BANF1;ANAPC11;CDKN2D;ORC6;PMF1;PAFAH1B1;NUDC;ANAPC15;WHSC1;PSMD13;FEN1;RFC1;MCM6;DHFR;RBL1;YWHAH;CCND3;NCAPD3;CLIP1;PSMA1;CDC25B;HAUS8;PSMC3IP;TUBA1A;CDK4;RFC5;PSMC6;PSMD6;RFC2;PSMD7;PSME2;POLD2;PKMYT1;MCM7;NUP62;YWHAQ;DCTN3;RAD21;MCM2;XPO1;RPA1;PSMC3;SKA2;CSNK2B;CEP57;TUBG1;PSMD12;PSMC4;ANAPC5;CDKN2B;PDS5A;SMARCA5;RFC4;ITGB3BP;SSNA1;TUBB4B;DCTN2;PSMB8;SFN;PSMC5;CDK6;RBBP7;UBA52;YWHAE;STRA13;MAX;CKAP5;DYNLL1;TEX15;TFDP2;NUMA1;TAOK1;RPA3;NDE1;UBE2E1;RFC3;SMC3;PSMD10;VRK1;GINS4;SEC13;PCBP4;TERF2;PSMC1;UBE2I;LPIN2;PRKACA;RHNO1;E2F2;PSMD2;PSMB10;YWHAG;BUB3;AHCTF1;RCC2;LMNA;PPP1CC;PSMD14;RBBP4;SMC1A;CTDNEP1;OFD1;POLD3;MDM2;UBE2N;PPP2CB;MRE11A;STAG1"
"Semaphorin interactions Homo sapiens R-HSA-373755",0.000128895965303958,0.00118616919969592,0.518848077743792,0.393605060708439,2.44337308526091,37,"HSP90AB1;ARHGEF12;RHOA;MYH9;DPYSL2;HSP90AA1;SEMA3E;SEMA3A;MYL12B;ITGB1;NRP1;ROCK2;MYH14;MYL6;CFL1;RHOC;CDC42;ERBB2;GSK3B;PLXNA1;PLXNB1;TLN1;RND1;ROCK1;MYH10;RHOG;RAC1;RRAS"
"Ribosomal scanning and start codon recognition Homo sapiens R-HSA-72702",0.000277423400560182,0.002345195490782,0.49849310876659,0.487293593810083,2.44144069316033,23,"FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
"Non-integrin membrane-ECM interactions Homo sapiens R-HSA-3000171",0.000205413446140282,0.00176728491531343,0.518848077743792,0.438774604192452,2.43087310266649,28,"THBS1;DAG1;LAMA5;LAMC1;AGRN;HSPG2;LAMC2;PDGFA;ITGB1;LAMA3;DDR1;ITGA6;SDC4;ACTN1;ITGAV;ITGB3;LAMB2;PDGFB;SDC1"
"TNFR2 non-canonical NF-kB pathway Homo sapiens R-HSA-5668541",1.53261792122744e-05,0.000192105729091784,0.575610261071129,0.345885431484215,2.43029980631866,61,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;TNFRSF12A;PSMD10;PSMC1;TNFRSF4;PSMD2;PSMB10;PSMD14"
"FCERI mediated NF-kB activation Homo sapiens R-HSA-2871837",1.5898764308893e-05,0.000197579515428465,0.575610261071129,0.34106486039288,2.4238106508467,63,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;NFKBIA;PSMC1;PSMD2;PSMB10;PSMD14"
"Telomere Maintenance Homo sapiens R-HSA-157579",0.000317533192356438,0.00266874717737723,0.49849310876659,0.46042402734722,2.41468063996438,25,"H2AFZ;NHP2;PCNA;LIG1;RPA2;H2AFX;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;TERF2;POLD3;POLD4;ACD;RUVBL2;TERF1"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S Homo sapiens R-HSA-72662",0.000129820647905695,0.00118716491858416,0.518848077743792,0.471968623980434,2.40956973194734,24,"PABPC1;FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
"Vasopressin regulates renal water homeostasis via Aquaporins Homo sapiens R-HSA-432040",0.00038136065910473,0.00316856227621873,0.49849310876659,0.551117016746576,2.36868785768209,16,"AQP1;RAB11A;GNG5;PRKAR2A;GNB2;GNAS;GNB4;PRKAR1A;PRKACA;GNB1;GNG11;RAB11FIP2"
"Downstream TCR signaling Homo sapiens R-HSA-202424",1.68152220606953e-05,0.000207197736239414,0.575610261071129,0.322867669442145,2.3672120742162,68,"PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706",0.000467546271005877,0.00377673487801414,0.49849310876659,0.450297947611053,2.36157470446719,25,"FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;UBA52;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
"Elastic fibre formation Homo sapiens R-HSA-1566948",0.000505271301894686,0.00392868702114905,0.477270815362862,0.514375660978833,2.35531116639682,19,"LTBP4;FBLN5;TGFB2;LTBP3;ITGB1;LOX;TGFB3;ITGB6;BMP4;EFEMP2;FURIN;ITGAV;ITGB3;EFEMP1"
"Mitotic G2-G2/M phases Homo sapiens R-HSA-453274",1.63347842134238e-06,2.62003188859579e-05,0.643551836150722,0.275927105731074,2.35451850265932,120,"HSP90AB1;CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PLK4;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;E2F1;PSMB7;PSMC2;HSP90AA1;PAFAH1B1;PSMD13;PSMA1;CDC25B;HAUS8;TUBA1A;PSMC6;PSMD6;PSMD7;PSME2;PKMYT1;DCTN3;XPO1;PSMC3;CEP57;TUBG1;PSMD12;PSMC4;SSNA1;TUBB4B;DCTN2;PSMB8;PSMC5;UBA52;YWHAE;CKAP5;DYNLL1;NUMA1;NDE1;PSMD10;PSMC1;PRKACA;PSMD2;PSMB10;YWHAG;PSMD14;RBBP4"
"Muscle contraction Homo sapiens R-HSA-397014",0.000169547622676704,0.0014761810980355,0.518848077743792,0.351084511651541,2.34494374163206,47,"FXYD3;ATP1B1;SRI;MYL12A;KCNE2;MYL12B;ANXA6;ANXA1;FXYD4;ATP2B1;MYL6;ASPH;TPM4;ATP1B3;ANXA2;TPM3;CAMK2D;VIM;CALM1;CALD1;ITPR1;ORAI1;TLN1;PRKACA;ATP2A2;VCL;KCNK1"
"Prefoldin mediated transfer of substrate  to CCT/TriC Homo sapiens R-HSA-389957",0.000487097420767773,0.00386082413009067,0.49849310876659,0.494466627514006,2.3438141460331,20,"PFDN5;CCT4;CCT5;CCT8;TUBA1A;TUBB2A;CCT7;PFDN1;TCP1;CCT3;TUBB4B;CCT2;PFDN6;TUBA1C"
"Binding and Uptake of Ligands by Scavenger Receptors Homo sapiens R-HSA-2173782",0.000421110205924692,0.00343985527760957,0.49849310876659,0.618614126863157,2.34364750235566,12,"FTH1;SPARC;CD36;COL4A2;COL4A1;HSP90AA1;CALR;HSP90B1"
"G2/M Transition Homo sapiens R-HSA-69275",1.74337686103696e-06,2.75529343037798e-05,0.643551836150722,0.271514326667161,2.33361071742446,119,"HSP90AB1;CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PLK4;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;HSP90AA1;PAFAH1B1;PSMD13;PSMA1;CDC25B;HAUS8;TUBA1A;PSMC6;PSMD6;PSMD7;PSME2;PKMYT1;DCTN3;XPO1;PSMC3;CEP57;TUBG1;PSMD12;PSMC4;SSNA1;TUBB4B;DCTN2;PSMB8;PSMC5;UBA52;YWHAE;CKAP5;DYNLL1;NUMA1;NDE1;PSMD10;PSMC1;PRKACA;PSMD2;PSMB10;YWHAG;PSMD14;RBBP4"
"TCR signaling Homo sapiens R-HSA-202403",3.27390194564444e-05,0.000369011893718374,0.557332238758646,0.302180249939411,2.33083826618804,75,"PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;VASP;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PTPRJ;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
