Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Amino acid metabolism	1/195	0.707285748522052	1.0	0	0	0.8205128205128205	0.2841604301709	AHCY
Gastrin-CREB signaling pathway via PKC and MAPK	1/206	0.7269833847948248	1.0	0	0	0.7766990291262135	0.24765177179598458	HBEGF
Antigen-activated B-cell receptor generation of second messengers	1/211	0.7354965568567238	1.0	0	0	0.7582938388625593	0.23295501066591565	MYC
Transmembrane transport of small molecules	2/432	0.7556582387951298	1.0	0	0	0.7407407407407407	0.20753042229676857	SLC38A2;FTL
Carbohydrate metabolism	1/235	0.7728328093989876	1.0	0	0	0.6808510638297872	0.17545024119734007	GAPDH
SLC-mediated transmembrane transport	1/251	0.794768617849291	1.0	0	0	0.6374501992031872	0.14642502210076572	SLC38A2
Neuronal system	1/283	0.8325317027000735	1.0	0	0	0.5653710247349822	0.10362344962894907	SLC38A2
Generic transcription pathway	1/377	0.9080215293563557	1.0	0	0	0.42440318302387264	0.04094947052182658	MYC
Lipid and lipoprotein metabolism	1/489	0.9551282234285976	1.0	0	0	0.32719836400818	0.015021572889631293	P4HB
Signaling by GPCR	1/977	0.9981247165452549	1.0	0	0	0.1637666325486182	3.0739717504550516E-4	HBEGF
