Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NANOG 18347094 ChIP-ChIP MESCs Mouse	19/1908	0.027978348909761662	0.1336743336799724	0	0	1.5932914046121593	5.6981268009844825	EIF4A2;DUSP4;HSP90AB1;AHCY;TPM4;CITED4;YBX1;BACH1;DKK1;KLF3;CLDN4;GPRC5A;TRAF4;MYC;DDIT3;TMSB4X;PIM1;VDAC1;S100A11
ELK1 19687146 ChIP-ChIP HELA Human	11/916	0.028510952713488143	0.13521738603088126	0	0	1.9213973799126638	6.835307695681058	EIF4A2;EEF1B2;FOSL1;MYC;NDUFS5;NDUFB3;SNRPE;YBX1;DYNLL1;ELL2;IER2
PADI4 21655091 ChIP-ChIP MCF-7 Human	12/1037	0.029012480217252272	0.13659160394253808	0	0	1.8514946962391514	6.554345268431156	EIF4A2;EEF1A1;CLDN4;UQCRB;MYC;DDIT3;EEF2;HNRNPA1;COX6C;DKK1;FOSL2;SSFA2
AHR 22903824 ChIP-Seq MCF-7 Human	9/690	0.02921644028756935	0.13655510134407414	0	0	2.0869565217391304	7.373266861772443	COTL1;ASAP1;SEC61B;COX6C;PHLDA1;SLC38A2;RND3;AREG;FOSL2
VDR 24787735 ChIP-Seq THP-1 Human	10/805	0.02955708262661621	0.13715336902278744	0	0	1.9875776397515525	6.999119266690288	TPM4;UQCRB;CITED4;POLR1D;TXNIP;SEC61B;P4HB;SLC38A2;RND3;FTL
E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human	27/2998	0.029768432574534005	0.1371474215041031	0	0	1.440960640426951	5.063977714524777	ERRFI1;CITED4;DDX21;HERPUD1;CFL1;COTL1;HNRNPA1;PHLDA1;SLC38A2;S100A11;MARCKSL1;TRAPPC1;TNFRSF12A;IMP3;METRN;H3F3A;PAWR;NDUFC2;CNPY2;DYNLL1;FOSL1;MRPL51;TRAF4;POLR1D;HDGF;GAPDH;AVPI1
MYB 21317192 ChIP-Seq ERMYB Mouse	11/923	0.029908659815411544	0.13681620979390388	0	0	1.9068255687973996	6.692208773207442	VAMP8;DYNLT1;MYC;DDIT3;VDAC1;NEAT1;BACH1;PHLDA1;SLC38A2;RND3;KLF3
NFE2L2 20460467 ChIP-Seq MEFs Mouse	12/1055	0.032508422316918674	0.14766149573529963	0	0	1.819905213270142	6.235461292903117	DUSP4;PTP4A1;CLDN4;MAFF;NDUFB3;PAWR;COX6C;PHLDA1;RND3;AREG;F3;AVPI1
NRF2 20460467 ChIP-Seq MEFs Mouse	12/1055	0.032508422316918674	0.1466288978630248	0	0	1.819905213270142	6.235461292903117	DUSP4;PTP4A1;CLDN4;MAFF;NDUFB3;PAWR;COX6C;PHLDA1;RND3;AREG;F3;AVPI1
SALL4 18804426 ChIP-ChIP MESCs Mouse	12/1062	0.033946934695607216	0.152053978324074	0	0	1.807909604519774	6.116079941862859	EIF4A2;AKAP12;DUSP4;PTP4A1;NDUFA13;CLDN4;GPRC5A;PAWR;VDAC1;DKK1;SLC38A2;SOX4
NR1H3 23393188 ChIP-Seq ATHEROSCLEROTIC-FOAM Human	8/599	0.03446662191690141	0.15331704232000973	0	0	2.1368948247078463	7.19655725713704	TNFRSF12A;DYNLT1;CITED4;PIM1;YBX1;PHLDA1;SLC38A2;AVPI1
GATA3 20176728 ChIP-ChIP TSCs Mouse	10/834	0.03632723264225589	0.16048674694695236	0	0	1.9184652278177456	6.360072150499994	HSP90AB1;AHCY;UQCRB;MYC;NDUFS5;PAWR;YBX1;COX6C;HERPUD1;AVPI1
RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	41/5071	0.037260631243676526	0.1634905248447031	0	0	1.2936304476434628	4.255808696251274	ERRFI1;NDUFA13;HSP90AB1;CITED4;ASAP1;BACH1;PPM1G;EEF1B2;CFL1;COTL1;PIM1;ABL2;RICTOR;SLC38A2;IER2;DUSP4;MARCKSL1;HSPA5;TNFRSF12A;IMP3;H3F3A;HMGA1;LIF;ARHGAP29;NDUFC2;MIF;NEAT1;DYNLL1;COX6C;ELL2;RBX1;FOSL2;EEF1A1;FOSL1;PTP4A1;STK17A;HDGF;GAPDH;FTL;HBEGF;AVPI1
TRIM28 19339689 ChIP-ChIP MESCs Mouse	27/3072	0.03899640877387826	0.16995056526453703	0	0	1.40625	4.5622767934876425	EIF4A2;NDUFA13;UQCRB;RND3;ACTG1;PPM1G;AKAP12;CFL1;PIM1;CTNNAL1;IER2;SOX4;DUSP4;CDV3;IMP3;ITGA3;HMGA1;PAWR;EEF2;DYNLL1;HSPE1;PTP4A1;CLDN4;TRAF4;SNRPE;SLC25A5;HSPA1A
SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	23/2522	0.03934881849209832	0.17033548944566052	0	0	1.4591593973037271	4.7208028291333965	DUSP4;CDV3;MARCKSL1;PAWR;NDUFC2;ASAP1;YBX1;COX6C;BACH1;RND3;F3;ACTG1;SSFA2;EEF1A1;AKAP12;PTP4A1;VAMP8;EEF1D;MYC;NDUFS5;CFL1;PHLDA1;FERMT2
PKCTHETA 26484144 Chip-Seq BREAST Human	7/506	0.03973984735387446	0.17088134362166016	0	0	2.2134387351778653	7.139227250878688	DUSP4;HSPA5;MYC;TMSB4X;NEAT1;PFDN4;HNRNPA1
PU.1 20513432 ChIP-Seq Bcells Mouse	19/2000	0.04227412257905131	0.18057489446018607	0	0	1.5199999999999998	4.808641812027084	H3F3A;ASAP1;NEAT1;EEF2;DYNLL1;RBX1;FOSL1;VAMP8;GPRC5A;EEF1D;MYC;DDIT3;MAFF;AP1S1;TXNIP;PIM3;SNRPE;PHLDA1;SLC38A2
ETS1 21867929 ChIP-Seq TH2 Mouse	19/2000	0.04227412257905131	0.17938690173347432	0	0	1.5199999999999998	4.808641812027084	HSP90AB1;TPM4;H3F3A;CITED4;LIF;DDX21;NME4;ASAP1;NEAT1;DYNLL1;FOSL1;MYC;CFL1;AP1S1;TXNIP;PIM3;SNRPE;RICTOR;CTNNAL1
CTCF 21964334 Chip-Seq Bcells Human	19/2000	0.04227412257905131	0.1782144383234516	0	0	1.5199999999999998	4.808641812027084	MARCKSL1;TNFRSF12A;SH2D3A;METRN;CNPY2;EEF2;ELL2;SSFA2;TRAF4;MYC;TXNIP;SNRPE;RICTOR;PFDN4;PHLDA1;IER2;S100A11;HBEGF;AVPI1
RXR 22158963 ChIP-Seq LIVER Mouse	19/2000	0.04227412257905131	0.17705720171096168	0	0	1.5199999999999998	4.808641812027084	ERRFI1;AHCY;HMGA1;PAWR;NEAT1;EEF2;CLDN1;ELL2;AREG;KLF3;ACTG1;HERPUD1;CFL1;PIM1;TXNIP;PIM3;P4HB;GAPDH;FERMT2
SA1 22415368 ChIP-Seq MEFs Mouse	19/2000	0.04227412257905131	0.17591489718379416	0	0	1.5199999999999998	4.808641812027084	ITGA3;H3F3A;PAWR;EEF2;DYNLL1;CLDN1;RND3;COASY;FOSL2;AKAP12;MYC;TMSB4X;COTL1;PIM1;SNRPE;PHLDA1;SLC38A2;GAPDH;SOX4
GATA3 24758297 ChIP-Seq MCF-7 Human	19/2000	0.04227412257905131	0.17478723758646217	0	0	1.5199999999999998	4.808641812027084	PPP1R15A;TPM4;HSPA5;IMP3;CITED4;NEAT1;COX6C;DKK1;EEF1A1;VAMP8;CLDN4;TRAF4;PIM1;TXNIP;C19ORF33;SLC38A2;CTNNAL1;S100A11;HBEGF
KDM2B 26808549 Chip-Seq JURKAT Human	19/2000	0.04227412257905131	0.173673943079542	0	0	1.5199999999999998	4.808641812027084	DUSP4;MARCKSL1;TPM4;IMP3;ITGA3;ARHGAP29;PAWR;YBX1;FOSL2;PTP4A1;STK17A;MYC;NDUFS5;COTL1;PIM3;HDGF;SLC38A2;IER2;SOX4
BRD4 27068464 Chip-Seq AML-cells Mouse	19/2000	0.04227412257905131	0.1725747409081525	0	0	1.5199999999999998	4.808641812027084	MARCKSL1;TPM4;TNFRSF12A;ITGA3;H3F3A;DDX21;CNPY2;MIF;EEF2;ACTG1;PTP4A1;DDIT3;MAFF;PIM1;TXNIP;PIM3;P4HB;PHLDA1;SOX4
SA1 27219007 Chip-Seq ERYTHROID Human	19/2000	0.04227412257905131	0.17148936517917043	0	0	1.5199999999999998	4.808641812027084	ERRFI1;MARCKSL1;TPM4;LIF;ARHGAP29;PAWR;NDUFC2;DDX21;CNPY2;NME4;EEF2;FOSL2;PTP4A1;GPRC5A;DDIT3;CFL1;PIM1;PHLDA1;AVPI1
P300 27268052 Chip-Seq Bcells Human	19/2000	0.04227412257905131	0.1704175566468006	0	0	1.5199999999999998	4.808641812027084	TRAPPC1;DYNLT1;YBX1;NEAT1;DYNLL1;EREG;RBX1;EEF1A1;EEF1D;STK17A;TMSB4X;CFL1;PIM1;AP1S1;TXNIP;SNRPE;SLC25A5;CTNNAL1;HBEGF
BCL3 23251550 ChIP-Seq MUSCLE Mouse	10/858	0.042697254050644555	0.1710542165382965	0	0	1.864801864801865	5.880877703986643	DUSP4;NDUFA13;HSPA5;PIM1;TXNIP;PIM3;NEAT1;EEF2;FOSL2;PPM1G
PPARD 23208498 ChIP-Seq MDA-MB-231 Human	7/516	0.043383704956752894	0.17273141788336802	0	0	2.1705426356589146	6.810449485716686	DYNLT1;MYC;COTL1;TXNIP;ASAP1;HDGF;FTL
FLI1 20887958 ChIP-Seq HPC-7 Mouse	19/2030	0.04793306838252339	0.18967379820078273	0	0	1.4975369458128078	4.549441840190695	EIF4A2;TRAPPC1;TPM4;TNFRSF12A;IMP3;NDUFB3;NEAT1;BACH1;COASY;SSFA2;PPM1G;EEF1B2;DDIT3;TMSB4X;CFL1;TXNIP;PIM3;VDAC1;IER2
HNF4A 19822575 ChIP-Seq HepG2 Human	47/6083	0.05098460315613973	0.2005187136323788	0	0	1.2362321223080714	3.6793130958979683	EIF4A2;ERRFI1;AHCY;ASAP1;TXN;YBX1;BACH1;CLDN1;ACTG1;HERPUD1;SSFA2;PPM1G;AKAP12;TAF1D;MYC;PIM1;ABL2;PIM3;C19ORF33;SLC38A2;TPM4;HSPA5;IMP3;SH2D3A;ARHGAP29;NDUFC2;COX6C;DKK1;ELL2;KLF3;CCNB1IP1;COASY;FOSL2;PTP4A1;CLDN4;TRAF4;NDUFS5;MAFF;POLR1D;VDAC1;P4HB;SLC25A5;PFDN4;FERMT2;FTL;AVPI1;SLC25A6
KDM5A 27292631 Chip-Seq BREAST Human	11/1012	0.052190169649970156	0.20401611772261063	0	0	1.7391304347826086	5.135410648191209	EEF1B2;AHCY;HSPA5;CFL1;H3F3A;NDUFC2;PIM3;CNPY2;HDGF;P4HB;EEF2
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	17/1788	0.05325265352278802	0.20691543085661607	0	0	1.5212527964205815	4.461389704854127	UQCRB;ARHGAP29;PAWR;NEAT1;RND3;KLF3;RBX1;FOSL2;CLDN4;MYC;PIM1;SEC61B;PHLDA1;GAPDH;CTNNAL1;IER2;AVPI1
YAP1 20516196 ChIP-Seq MESCs Mouse	21/2329	0.05347771945857255	0.2065456829387982	0	0	1.442679261485616	4.224872036504642	EIF4A2;DUSP4;ERRFI1;MARCKSL1;HSP90AB1;HSPA5;LIF;YBX1;EEF2;COX6C;ELL2;EREG;EEF1A1;MYC;DDIT3;TMSB4X;CFL1;PIM1;SNRPE;SLC38A2;SOX4
E2F1 21310950 ChIP-Seq MCF-7 Human	12/1145	0.05462726675826944	0.20972968487549873	0	0	1.6768558951965065	4.874992566847368	DUSP4;NDUFS6;MYC;HMGA1;AP1S1;PAWR;SNRPE;MIF;P4HB;SOX4;CCNB1IP1;PPM1G
SOX2 18358816 ChIP-ChIP MESCs Mouse	9/785	0.057759787728271096	0.2204441602647033	0	0	1.8343949044585985	5.230708205904692	HSP90AB1;GPRC5A;TPM4;TNFRSF12A;NDUFB3;VDAC1;DYNLL1;DKK1;SLC38A2
NANOG 18692474 ChIP-Seq MESCs Mouse	26/3052	0.058700812662175965	0.22271778921825588	0	0	1.363040629095675	3.864631423630913	EIF4A2;AHCY;YBX1;BACH1;RND3;AKAP12;MYC;TMSB4X;PIM1;CTNNAL1;IER2;SOX4;CDV3;TPM4;DKK1;ELL2;KLF3;COASY;EEF1A1;CLDN4;MRPL51;GPRC5A;VDAC1;HDGF;GAPDH;AVPI1
NR0B1 18358816 ChIP-ChIP MESCs Mouse	16/1691	0.062079421972727	0.2341592232304615	0	0	1.5138971023063277	4.207635853484057	DUSP4;HSP90AB1;HSPA5;HMGA1;COX6C;RND3;ACTG1;AKAP12;GPRC5A;DDIT3;PIM1;AP1S1;VDAC1;SLC25A5;GAPDH;AVPI1
PHC1 16625203 ChIP-ChIP MESCs Mouse	10/922	0.06332300348613389	0.23746126307300208	0	0	1.7353579175704987	4.78873164710281	DUSP4;EEF1D;MYC;CITED4;NDUFB3;HMGA1;ARHGAP29;PFDN4;FOSL2;HSPA1A
FOXA2 19822575 ChIP-Seq HepG2 Human	25/2968	0.07060935737651797	0.2632545405078271	0	0	1.347708894878706	3.5722272271183395	HSP90AB1;AHCY;TXN;YBX1;CLDN1;HERPUD1;SSFA2;AKAP12;TAF1D;PIM1;PHLDA1;SLC38A2;ITGA3;PAWR;NDUFC2;DKK1;ELL2;KLF3;CCNB1IP1;PTP4A1;NDUFS5;POLR1D;TXNIP;VDAC1;FERMT2
ZFP281 18358816 ChIP-ChIP MESCs Mouse	7/578	0.07077291268708558	0.262347865995231	0	0	1.9377162629757785	5.131613172201189	CLDN4;TNFRSF12A;ITGA3;CFL1;HMGA1;HDGF;GAPDH
CCND1 20090754 ChIP-ChIP RETINA Mouse	19/2137	0.07258444577754003	0.2675255287229332	0	0	1.4225549836218998	3.731368302201555	DUSP4;NDUFA13;HSP90AB1;TPM4;HSPA5;TNFRSF12A;ITGA3;EEF2;HERPUD1;EEF1B2;MRPL51;DDIT3;CFL1;MAFF;PIM1;PIM3;SEC61B;IER2;SOX4
CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse	18/2000	0.07260794321654483	0.26609161008336035	0	0	1.4399999999999997	3.77666057151373	HSPA5;METRN;NEAT1;BACH1;RND3;KLF3;EREG;FOSL2;HERPUD1;PTP4A1;VAMP8;MYC;COTL1;POLR1D;TXNIP;PIM3;SLC38A2;IER2
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	18/2000	0.07260794321654483	0.26458826765351084	0	0	1.4399999999999997	3.77666057151373	DUSP4;ERRFI1;NDUFA13;AHCY;H3F3A;EEF2;KLF3;FOSL2;EEF1B2;TMSB4X;PIM1;POLR1D;TXNIP;VDAC1;SNRNP35;IER2;SOX4;S100A11
FOXM1 26456572 ChIP-Seq MCF-7 Human	18/2000	0.07260794321654483	0.2631018167116372	0	0	1.4399999999999997	3.77666057151373	AHCY;ASAP1;DYNLL1;CLDN1;DKK1;ELL2;AREG;EREG;PTP4A1;GPRC5A;STK17A;MYC;PIM1;SNRPE;VDAC1;HDGF;SLC38A2;S100A11
FOXA1 25552417 ChIP-Seq VCAP Human	18/2000	0.07260794321654483	0.26163197416017553	0	0	1.4399999999999997	3.77666057151373	PPP1R15A;IMP3;RND3;FOSL2;HERPUD1;SSFA2;CLDN4;TRAF4;MYC;PIM1;POLR1D;TXNIP;RICTOR;HNRNPA1;SLC38A2;CTNNAL1;S100A11;FTL
SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	18/2000	0.07260794321654483	0.260178463192619	0	0	1.4399999999999997	3.77666057151373	HMGA1;FOSL2;PTP4A1;VAMP8;TAF1D;MYC;DDIT3;TMSB4X;MAFF;PIM1;TXNIP;PIM3;VDAC1;RICTOR;PHLDA1;SLC38A2;IER2;AVPI1
CSB 26484114 Chip-Seq FIBROBLAST Human	18/2000	0.07260794321654483	0.2587410131197316	0	0	1.4399999999999997	3.77666057151373	EIF4A2;CDV3;HSP90AB1;ITGA3;ARHGAP29;NEAT1;ELL2;KLF3;ACTG1;FOSL1;GPRC5A;MYC;LUC7L3;PFDN4;SLC38A2;GAPDH;FTL;AVPI1
MYB 26560356 Chip-Seq TH1 Human	18/2000	0.07260794321654483	0.2573193592014913	0	0	1.4399999999999997	3.77666057151373	HSP90AB1;TPM4;PDCD6;MIF;YBX1;NEAT1;FOSL2;MYC;DDIT3;TMSB4X;NDUFS5;PIM1;HDGF;P4HB;HNRNPA1;SLC38A2;GAPDH;CTNNAL1
KDM2B 26808549 Chip-Seq SUP-B15 Human	18/2000	0.07260794321654483	0.2559132424845433	0	0	1.4399999999999997	3.77666057151373	DUSP4;MARCKSL1;IMP3;ITGA3;H3F3A;CITED4;HMGA1;ASAP1;YBX1;ACTG1;FOSL2;FOSL1;PTP4A1;COTL1;PIM3;PHLDA1;IER2;SOX4
CTCF 27219007 Chip-Seq ERYTHROID Human	18/2000	0.07260794321654483	0.2545224096449534	0	0	1.4399999999999997	3.77666057151373	PPP1R15A;ERRFI1;MARCKSL1;TNFRSF12A;IMP3;CITED4;PAWR;CNPY2;YBX1;NEAT1;HERPUD1;FOSL1;CFL1;AP1S1;SNRNP35;IER2;S100A11;AVPI1
SMRT 27268052 Chip-Seq Bcells Human	18/2000	0.07260794321654483	0.2531466128360617	0	0	1.4399999999999997	3.77666057151373	DYNLT1;PDCD6;DDX21;DYNLL1;CLDN1;F3;CLDN4;NDUFS6;STK17A;TMSB4X;NDUFS5;PIM1;POLR1D;SNRPE;RICTOR;SNRNP35;CTNNAL1;S100A11
RARB 27405468 Chip-Seq BRAIN Mouse	18/2000	0.07260794321654483	0.2517856095412442	0	0	1.4399999999999997	3.77666057151373	ERRFI1;NDUFA13;NEAT1;EEF2;RND3;FOSL2;EEF1B2;DDIT3;COTL1;PIM1;AP1S1;ABL2;LUC7L3;VDAC1;PHLDA1;SLC38A2;GAPDH;SOX4
TP53 18474530 ChIP-ChIP U2OS Human	9/827	0.07473889386375376	0.2577892328455678	0	0	1.7412333736396615	4.516332168011962	PTP4A1;DYNLT1;NDUFS6;MYC;ASAP1;CLDN1;DKK1;KLF3;FOSL2
CEBPA 23403033 ChIP-Seq LIVER Mouse	7/589	0.0765140062779085	0.2625081598364414	0	0	1.9015280135823427	4.887462210976558	TRAPPC1;NDUFS6;NDUFS5;COTL1;SRSF5;NEAT1;HERPUD1
EOMES 20176728 ChIP-ChIP TSCs Mouse	16/1744	0.07716066064297994	0.2633260640990585	0	0	1.4678899082568808	3.760536556320654	PDCD6;H3F3A;PAWR;NDUFC2;EEF2;ACTG1;PPM1G;PTP4A1;MYC;PIM1;AP1S1;TXNIP;HDGF;CTNNAL1;IER2;HBEGF
SETDB1 19884255 ChIP-Seq MESCs Mouse	18/2020	0.07821650598760009	0.2655244545368529	0	0	1.4257425742574255	3.633183559167148	TNFRSF12A;HMGA1;HSPE1;ELL2;COASY;SSFA2;AKAP12;TRAF4;MYC;DDIT3;CFL1;VDAC1;HDGF;SEC61B;SLC38A2;GAPDH;CTNNAL1;SOX4
TCF3 18692474 ChIP-Seq MESCs Mouse	13/1351	0.0795877898624829	0.2687650495356098	0	0	1.53960029607698	3.896566062544225	EIF4A2;AHCY;NME4;BACH1;DKK1;CLDN4;MRPL51;GPRC5A;NDUFS6;MYC;PIM1;HBEGF;AVPI1
PPARD 21283829 ChIP-Seq MYOFIBROBLAST Human	28/3447	0.08174572617346026	0.2746145488639681	0	0	1.2996808819263128	3.2545851578422065	ERRFI1;HSP90AB1;PDCD6;ASAP1;RND3;ACTG1;AKAP12;MYC;PIM1;PIM3;PHLDA1;SLC38A2;CDV3;TNFRSF12A;DYNLT1;IMP3;ARHGAP29;NDUFC2;NEAT1;EEF2;DKK1;KLF3;FOSL2;FOSL1;STK17A;TXNIP;HDGF;FTL
CHD1 19587682 ChIP-ChIP MESCs Mouse	9/843	0.08194527290768319	0.2738585545360397	0	0	1.708185053380783	4.273372796746975	TRAPPC1;NDUFS6;TMSB4X;CFL1;NDUFB3;TXNIP;MIF;IER2;PPM1G
SOX9 26525672 Chip-Seq Limbbuds Mouse	12/1230	0.08335302686403562	0.27712733158403596	0	0	1.5609756097560974	3.8785098229686708	AKAP12;DDIT3;H3F3A;NDUFB3;ABL2;LUC7L3;CNPY2;SNRPE;P4HB;EEF2;PHLDA1;ACTG1
TP53 22127205 ChIP-Seq IMR90 Human	10/975	0.0846372245447173	0.27995389657098796	0	0	1.641025641025641	4.052317707004172	FOSL1;PTP4A1;STK17A;H3F3A;LIF;NEAT1;BACH1;CLDN1;SLC38A2;FTL
TP53 20018659 ChIP-ChIP R1E Mouse	11/1122	0.09257559680079293	0.3046492853903645	0	0	1.5686274509803921	3.7329093420075434	FOSL1;DUSP4;PTP4A1;CLDN4;MARCKSL1;TRAF4;LIF;NME4;PFDN4;SLC38A2;AVPI1
EGR1 19032775 ChIP-ChIP M12 Human	4/276	0.09499430514871973	0.311021963557991	0	0	2.318840579710145	5.458407733290128	H3F3A;CITED4;CLDN1;FOSL2
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	11/1156	0.10811720298208982	0.35219997941135317	0	0	1.5224913494809689	3.386842034915409	EIF4A2;HSP90AB1;MAFF;TXNIP;DYNLL1;HSPE1;PHLDA1;SLC38A2;GAPDH;COASY;HSPA1A
SMAD4 19686287 ChIP-ChIP HaCaT Human	5/405	0.1103466301926619	0.35765616318727095	0	0	1.9753086419753085	4.353834437912548	EEF1A1;GPRC5A;STK17A;SNRPE;PHLDA1
ARNT 22903824 ChIP-Seq MCF-7 Human	10/1029	0.11041599608002207	0.3560915873580712	0	0	1.5549076773566568	3.4262394769380644	DUSP4;COTL1;ASAP1;SEC61B;COX6C;PHLDA1;SLC38A2;RND3;AREG;FOSL2
DPY 21335234 ChIP-Seq ESCs Mouse	17/2000	0.11822600909729922	0.3793819694913333	0	0	1.36	2.9038137309247363	PPP1R15A;CDV3;TPM4;H3F3A;PAWR;DDX21;YBX1;RND3;ACTG1;PTP4A1;TRAF4;ABL2;PIM3;SNRPE;HDGF;SOX4;FERMT2
FLI1 21867929 ChIP-Seq CD8 Mouse	17/2000	0.11822600909729922	0.377503840929495	0	0	1.36	2.9038137309247363	HSP90AB1;IMP3;LIF;NDUFC2;NME4;NEAT1;DYNLL1;COASY;TAF1D;TRAF4;MYC;CFL1;RICTOR;SEC61B;P4HB;S100A11;AVPI1
JARID1B-DAIN 22020125 ChIP-Seq ESCs Mouse	17/2000	0.11822600909729922	0.37564421609733	0	0	1.36	2.9038137309247363	PPP1R15A;HSPA5;NDUFB3;EEF2;FOSL2;PPM1G;FOSL1;AKAP12;VAMP8;CLDN4;GPRC5A;P4HB;SNRNP35;GAPDH;SOX4;HBEGF;AVPI1
GATA2 22383799 ChIP-Seq G1ME Mouse	17/2000	0.11822600909729922	0.3738028228811666	0	0	1.36	2.9038137309247363	EIF4A2;PPP1R15A;H3F3A;CITED4;PAWR;NDUFC2;CNPY2;NEAT1;DKK1;VAMP8;TRAF4;CFL1;MAFF;LUC7L3;SNRPE;RICTOR;CTNNAL1
FOXA1 26743006 Chip-Seq LNCaP-abl Human	17/2000	0.11822600909729922	0.37197939447686823	0	0	1.36	2.9038137309247363	DUSP4;ERRFI1;AHCY;IMP3;PAWR;DDX21;RND3;HERPUD1;SSFA2;CLDN4;MYC;POLR1D;LUC7L3;PHLDA1;SLC38A2;GAPDH;S100A11
FLI1 26923725 Chip-Seq MACROPHAGESS Mouse	17/2000	0.11822600909729922	0.3701736692609611	0	0	1.36	2.9038137309247363	EIF4A2;ERRFI1;MARCKSL1;ITGA3;DDX21;NEAT1;COX6C;CLDN1;ELL2;PPM1G;VAMP8;GPRC5A;CFL1;AP1S1;POLR2F;PFDN4;HBEGF
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	14/1588	0.1202938467889637	0.3748286530380753	0	0	1.4105793450881612	2.9873500540801023	CNPY2;ASAP1;NEAT1;FOSL1;PTP4A1;TAF1D;DDIT3;CFL1;PIM3;SNRPE;PHLDA1;SLC38A2;GAPDH;AVPI1
SIN3A 21632747 ChIP-Seq MESCs Mouse	11/1186	0.12303332502386921	0.38152160884805597	0	0	1.4839797639123102	3.109382836651431	FOSL1;IMP3;DDIT3;NDUFS5;MAFF;PIM1;TXNIP;POLR2F;EEF2;GAPDH;IER2
ESR2 21235772 ChIP-Seq MCF-7 Human	5/424	0.1270040276728799	0.39195022894261977	0	0	1.8867924528301887	3.8934650548429026	GPRC5A;TNFRSF12A;MYC;DDX21;IER2
ELK1 22589737 ChIP-Seq MCF10A Human	9/928	0.12707245577337736	0.3902939713039448	0	0	1.5517241379310345	3.2012035406478643	EEF1B2;ERRFI1;NDUFA13;NDUFS5;DDX21;SNRPE;YBX1;RND3;IER2
TFAP2C 20629094 ChIP-Seq MCF-7 Human	11/1203	0.1319795022145008	0.4034444498974077	0	0	1.4630091438071486	2.9627524790403683	ERRFI1;CLDN4;GPRC5A;TPM4;HSPA5;ITGA3;EEF1D;MYC;ASAP1;KLF3;FERMT2
FOXM1 26100407 CHIP-SEQ Hek293 flp-in Human	16/1934	0.15015742763120424	0.4568468906704091	0	0	1.3236814891416753	2.5097941082314974	ERRFI1;IMP3;H3F3A;NEAT1;DYNLL1;FOSL2;PPM1G;PTP4A1;CLDN4;MYC;PIM1;TXNIP;LUC7L3;HDGF;P4HB;IER2
FOXA1 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	6/594	0.16829159458097334	0.5096153920409756	0	0	1.6161616161616161	2.880092318552933	PTP4A1;MARCKSL1;AREG;KLF3;EREG;SSFA2
POU5F1 16518401 ChIP-PET MESCs Mouse	13/1550	0.17071769157727873	0.5145463133988074	0	0	1.3419354838709676	2.3721984177255817	DUSP4;UQCRB;NDUFB3;LIF;PAWR;MIF;EEF2;DKK1;AKAP12;CLDN4;EEF1D;HDGF;AVPI1
RCOR3 21632747 ChIP-Seq MESCs Mouse	22/2851	0.17130565585131502	0.513916967553945	0	0	1.2346545071904595	2.1783081783683063	ERRFI1;TRAPPC1;HSPA5;METRN;H3F3A;HMGA1;LIF;BACH1;RND3;KLF3;ACTG1;RBX1;PTP4A1;GPRC5A;MAFF;PIM1;SNRPE;VDAC1;HDGF;SLC38A2;SOX4;FERMT2
ESR1 21235772 ChIP-Seq MCF-7 Human	3/228	0.1713127995498375	0.5115590542113203	0	0	2.1052631578947367	3.7142403291846096	TNFRSF12A;IER2;SSFA2
E4F1 26484288 ChIP-Seq MOUSE EMBRYONIC FIBROBLAST Mouse	1/30	0.171571572737233	0.509970803758135	0	0	5.333333333333333	9.401358750351198	NDUFS5
TCF4 18268006 ChIP-ChIP LS174T Human	5/470	0.17168618050069465	0.50797057992178	0	0	1.7021276595744679	2.9992970223441624	ERRFI1;TXNIP;HDGF;RND3;FOSL2
LMO2 26923725 Chip-Seq MACROPHAGESS Mouse	5/473	0.17479455275144087	0.514805874541915	0	0	1.6913319238900633	2.9499263915356693	EIF4A2;GPRC5A;TRAF4;AP1S1;PPM1G
E2F4 17652178 ChIP-ChIP JURKAT Human	9/1002	0.17531925374715673	0.5140041757587095	0	0	1.4371257485029938	2.5022466969473545	EIF4A2;STK17A;MYC;H3F3A;NDUFB3;PIM1;YBX1;COX6C;GAPDH
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	16/1987	0.17577366792271443	0.5130045964260218	0	0	1.2883744338198289	2.2399137938807017	HSPA5;HMGA1;LIF;ARHGAP29;MIF;EEF2;HSPE1;ACTG1;PTP4A1;GPRC5A;EEF1D;CFL1;AP1S1;HDGF;SLC25A5;CTNNAL1
RUNX1 17652178 ChIP-ChIP JURKAT Human	9/1003	0.17602393062009436	0.5114208795043281	0	0	1.4356929212362912	2.4939928875440445	TPM4;STK17A;H3F3A;YBX1;SLC38A2;SOX4;S100A11;FTL;HERPUD1
